,readable,energies
90,,0.8850226998329163
91,,0.9173511266708374
92,,0.8827717900276184
93,,0.8827717900276184
94,,0.9235746264457703
95,,0.879318118095398
96,,0.9110423922538757
97,,0.9291162490844727
98,,0.879318118095398
99,,0.8926421403884888
100,,0.9291162490844727
101,,0.879318118095398
102,,0.9054325222969055
103,,0.8926421403884888
104,,0.8926421403884888
105,,0.9235746264457703
106,,0.8949392437934875
107,,0.9054325222969055
108,,0.9173511266708374
109,,0.9235746264457703
110,,0.8949392437934875
111,,0.8949392437934875
112,,0.9173511266708374
113,,0.9146901965141296
114,,0.9054325222969055
115,,0.8827717900276184
116,,0.9235746264457703
117,,0.8850226998329163
118,,0.8926421403884888
119,,0.8949392437934875
120,,0.879318118095398
121,,0.879318118095398
122,,0.8850226998329163
123,,0.9235746264457703
124,,0.9110423922538757
125,,0.9035813212394714
126,,0.9110423922538757
127,,0.9291162490844727
128,,0.9235746264457703
129,,0.9235746264457703
130,,0.8850226998329163
131,,0.8850226998329163
132,,0.8926421403884888
133,,0.8926421403884888
134,,0.9035813212394714
135,,0.9291162490844727
136,,0.8949392437934875
137,,0.9235746264457703
138,,0.9235746264457703
139,,0.8926421403884888
140,,0.9035813212394714
141,,0.8827717900276184
142,,0.9110423922538757
143,,0.8926421403884888
144,,0.8926421403884888
145,,0.9291162490844727
146,,0.9146901965141296
147,,0.8827717900276184
148,,0.8926421403884888
149,,0.9054325222969055
150,,0.9146901965141296
151,,0.8827717900276184
152,,0.8926421403884888
153,,0.9035813212394714
154,,0.8926421403884888
155,,0.8827717900276184
156,,0.8926421403884888
157,,0.9235746264457703
158,,0.8827717900276184
159,,0.9173511266708374
160,,0.9035813212394714
161,,0.9146901965141296
162,,0.9146901965141296
163,,0.8850226998329163
164,,0.9235746264457703
165,,0.9146901965141296
166,,0.9035813212394714
167,,0.8850226998329163
168,,0.9291162490844727
169,,0.9291162490844727
170,,0.8850226998329163
171,,0.8827717900276184
172,,0.879318118095398
173,,0.9173511266708374
174,,0.9035813212394714
175,,0.9235746264457703
176,,0.9173511266708374
177,,0.8827717900276184
178,,0.9146901965141296
179,,0.9146901965141296
180,,0.8827717900276184
181,,0.9054325222969055
182,,0.8926421403884888
183,,0.9291162490844727
184,,0.9173511266708374
185,,0.8850226998329163
186,,0.9235746264457703
187,,0.8949392437934875
188,,0.9035813212394714
189,,0.8949392437934875
190,,0.8850226998329163
191,,0.9035813212394714
192,,0.8949392437934875
193,,0.9146901965141296
194,,0.879318118095398
195,,0.9110423922538757
196,,0.9291162490844727
197,,0.9173511266708374
198,,0.9054325222969055
199,,0.9146901965141296
200,,0.9173511266708374
201,,0.8850226998329163
202,,0.9235746264457703
203,,0.9054325222969055
204,,0.8949392437934875
205,,0.9291162490844727
206,,0.9291162490844727
207,,0.9054325222969055
208,,0.9173511266708374
209,,0.9146901965141296
210,,0.8949392437934875
211,,0.8850226998329163
212,,0.9035813212394714
213,,0.9173511266708374
214,,0.8827717900276184
215,,0.9146901965141296
216,,0.8850226998329163
217,,0.8850226998329163
218,,0.8850226998329163
219,,0.9035813212394714
220,,0.9054325222969055
221,,0.9054325222969055
222,,0.9054325222969055
223,,0.9173511266708374
224,,0.9173511266708374
225,,0.9291162490844727
226,,0.9173511266708374
227,,0.9110423922538757
228,,0.9146901965141296
229,,0.9110423922538757
230,,0.9035813212394714
231,,0.9235746264457703
232,,0.8827717900276184
233,,0.8850226998329163
234,,0.8926421403884888
235,,0.9173511266708374
236,,0.9110423922538757
237,,0.9173511266708374
238,,0.9291162490844727
239,,0.879318118095398
240,,0.9054325222969055
241,,0.9110423922538757
242,,0.879318118095398
243,,0.9035813212394714
244,,0.9291162490844727
245,,0.9110423922538757
246,,0.8850226998329163
247,,0.8949392437934875
248,,0.9146901965141296
249,,0.9173511266708374
250,,0.879318118095398
251,,0.9235746264457703
252,,0.9235746264457703
253,,0.9110423922538757
254,,0.9054325222969055
255,,0.9110423922538757
256,,0.9291162490844727
257,,0.879318118095398
258,,0.879318118095398
259,,0.9235746264457703
260,,0.9173511266708374
261,,0.9035813212394714
262,,0.9035813212394714
263,,0.8949392437934875
264,,0.9235746264457703
265,,0.9291162490844727
266,,0.9146901965141296
267,,0.8926421403884888
268,,0.9110423922538757
269,,0.9146901965141296
270,,0.9146901965141296
271,,0.9110423922538757
272,,0.9235746264457703
273,,0.9291162490844727
274,,0.9235746264457703
275,,0.8850226998329163
276,,0.9146901965141296
277,,0.9110423922538757
278,,0.9146901965141296
279,,0.9035813212394714
280,,0.8827717900276184
281,,0.9291162490844727
282,,0.8949392437934875
283,,0.8850226998329163
284,,0.8827717900276184
285,,0.8949392437934875
286,,0.879318118095398
287,,0.9110423922538757
288,,0.8926421403884888
289,,0.9110423922538757
290,,0.9146901965141296
291,,0.9173511266708374
292,,0.8850226998329163
293,,0.8827717900276184
294,,0.8850226998329163
295,,0.8926421403884888
296,,0.8926421403884888
297,,0.9173511266708374
298,,0.8850226998329163
299,,0.9146901965141296
300,,0.9235746264457703
301,,0.9146901965141296
302,,0.8850226998329163
303,,0.8926421403884888
304,,0.879318118095398
305,,0.9035813212394714
306,,0.8827717900276184
307,,0.879318118095398
308,,0.8850226998329163
309,,0.9035813212394714
310,,0.9173511266708374
311,,0.9235746264457703
312,,0.9110423922538757
313,,0.9291162490844727
314,,0.8926421403884888
315,,0.879318118095398
316,,0.8850226998329163
317,,0.8949392437934875
318,,0.879318118095398
319,,0.9054325222969055
320,,0.9173511266708374
321,,0.9291162490844727
322,,0.9054325222969055
323,,0.879318118095398
324,,0.8850226998329163
325,,0.879318118095398
326,,0.8827717900276184
327,,0.8827717900276184
328,,0.8850226998329163
329,,0.8949392437934875
330,,0.8850226998329163
331,,0.8926421403884888
332,,0.9146901965141296
333,,0.9235746264457703
334,,0.9054325222969055
335,,0.9173511266708374
336,,0.9035813212394714
337,,0.9110423922538757
338,,0.9054325222969055
339,,0.8926421403884888
340,,0.9291162490844727
341,,0.8827717900276184
342,,0.9110423922538757
343,,0.8827717900276184
344,,0.8949392437934875
345,,0.8926421403884888
346,,0.8926421403884888
347,,0.8850226998329163
348,,0.879318118095398
349,,0.9235746264457703
350,,0.879318118095398
351,,0.8949392437934875
352,,0.8827717900276184
353,,0.9146901965141296
354,,0.8926421403884888
355,,0.8850226998329163
356,,0.9146901965141296
357,,0.9146901965141296
358,,0.879318118095398
359,,0.9146901965141296
360,,0.9110423922538757
361,,0.9173511266708374
362,,0.879318118095398
363,,0.9035813212394714
364,,0.8926421403884888
365,,0.8827717900276184
366,,0.9173511266708374
367,,0.879318118095398
368,,0.9291162490844727
369,,0.879318118095398
370,,0.9235746264457703
371,,0.8827717900276184
372,,0.879318118095398
373,,0.9110423922538757
374,,0.8850226998329163
375,,0.9235746264457703
376,,0.8827717900276184
377,,0.9035813212394714
378,,0.9146901965141296
379,,0.8850226998329163
380,,0.879318118095398
381,,0.9173511266708374
382,,0.9173511266708374
383,,0.879318118095398
384,,0.9291162490844727
385,,0.9291162490844727
386,,0.9110423922538757
387,,0.879318118095398
388,,0.9291162490844727
389,,0.879318118095398
390,,0.9173511266708374
391,,0.8949392437934875
392,,0.9146901965141296
393,,0.8850226998329163
394,,0.8850226998329163
395,,0.9054325222969055
396,,0.9054325222969055
397,,0.9054325222969055
398,,0.9110423922538757
399,,0.9035813212394714
400,,0.9173511266708374
401,,0.8949392437934875
402,,0.8827717900276184
403,,0.9235746264457703
404,,0.9173511266708374
405,,0.9146901965141296
406,,0.8949392437934875
407,,0.9235746264457703
408,,0.8850226998329163
409,,0.9146901965141296
410,,0.9054325222969055
411,,0.8827717900276184
412,,0.8926421403884888
413,,0.8850226998329163
414,,0.9054325222969055
415,,0.8949392437934875
416,,0.9110423922538757
417,,0.9235746264457703
418,,0.8850226998329163
419,,0.8850226998329163
420,,0.9146901965141296
421,,0.9035813212394714
422,,0.9173511266708374
423,,0.9035813212394714
424,,0.9146901965141296
425,,0.9146901965141296
426,,0.9054325222969055
427,,0.8926421403884888
428,,0.8949392437934875
429,,0.9054325222969055
430,,0.9146901965141296
431,,0.9173511266708374
432,,0.9291162490844727
433,,0.8949392437934875
434,,0.9291162490844727
435,,0.9173511266708374
436,,0.9035813212394714
437,,0.9291162490844727
438,,0.8949392437934875
439,,0.8926421403884888
440,,0.8827717900276184
441,,0.9146901965141296
442,,0.9035813212394714
443,,0.8926421403884888
444,,0.879318118095398
445,,0.9110423922538757
446,,0.8926421403884888
447,,0.9035813212394714
448,,0.9146901965141296
449,,0.9054325222969055
450,,0.9291162490844727
451,,0.9110423922538757
452,,0.8827717900276184
453,,0.9173511266708374
454,,0.8850226998329163
455,,0.8926421403884888
456,,0.9035813212394714
457,,0.9235746264457703
458,,0.9146901965141296
459,,0.8827717900276184
460,,0.9146901965141296
461,,0.9173511266708374
462,,0.9235746264457703
463,,0.9110423922538757
464,,0.9110423922538757
465,,0.9291162490844727
466,,0.9035813212394714
467,,0.9146901965141296
468,,0.9054325222969055
469,,0.9146901965141296
470,,0.9054325222969055
471,,0.9291162490844727
472,,0.8850226998329163
473,,0.9146901965141296
474,,0.9146901965141296
475,,0.9035813212394714
476,,0.8926421403884888
477,,0.8926421403884888
478,,0.9173511266708374
479,,0.9173511266708374
480,,0.9173511266708374
481,,0.9235746264457703
482,,0.8949392437934875
483,,0.8850226998329163
484,,0.879318118095398
485,,0.9235746264457703
486,,0.9291162490844727
487,,0.8827717900276184
488,,0.879318118095398
489,,0.9146901965141296
490,,0.8850226998329163
491,,0.9173511266708374
492,,0.9235746264457703
493,,0.8827717900276184
494,,0.9235746264457703
495,,0.9035813212394714
496,,0.8827717900276184
497,,0.8850226998329163
498,,0.8949392437934875
499,,0.9291162490844727
500,,0.9054325222969055
501,,0.9146901965141296
502,,0.9291162490844727
503,,0.9035813212394714
504,,0.9054325222969055
505,,0.9291162490844727
506,,0.879318118095398
507,,0.9035813212394714
508,,0.9035813212394714
509,,0.8850226998329163
510,,0.8926421403884888
511,,0.9146901965141296
512,,0.9035813212394714
513,,0.8949392437934875
514,,0.8926421403884888
515,,0.8827717900276184
516,,0.9110423922538757
517,,0.9035813212394714
518,,0.9291162490844727
519,,0.9235746264457703
520,,0.9110423922538757
521,,0.8827717900276184
522,,0.8926421403884888
523,,0.9173511266708374
524,,0.8949392437934875
525,,0.9054325222969055
526,,0.9110423922538757
527,,0.9054325222969055
528,,0.8827717900276184
529,,0.9146901965141296
530,,0.9173511266708374
531,,0.8949392437934875
532,,0.9173511266708374
533,,0.9146901965141296
534,,0.9110423922538757
535,,0.8949392437934875
536,,0.9235746264457703
537,,0.879318118095398
538,,0.879318118095398
539,,0.9173511266708374
540,,0.9110423922538757
541,,0.9110423922538757
542,,0.9291162490844727
543,,0.9110423922538757
544,,0.9035813212394714
545,,0.9110423922538757
546,,0.9291162490844727
547,,0.879318118095398
548,,0.8926421403884888
549,,0.9173511266708374
550,,0.879318118095398
551,,0.9173511266708374
552,,0.9146901965141296
553,,0.9110423922538757
554,,0.8949392437934875
555,,0.879318118095398
556,,0.9173511266708374
557,,0.9035813212394714
558,,0.9291162490844727
559,,0.8926421403884888
560,,0.8850226998329163
561,,0.9110423922538757
562,,0.9291162490844727
563,,0.9054325222969055
564,,0.9291162490844727
565,,0.9291162490844727
566,,0.9035813212394714
567,,0.9054325222969055
568,,0.8949392437934875
569,,0.9110423922538757
570,,0.8926421403884888
571,,0.9035813212394714
572,,0.879318118095398
573,,0.8827717900276184
574,,0.9146901965141296
575,,0.9110423922538757
576,,0.8850226998329163
577,,0.8926421403884888
578,,0.8949392437934875
579,,0.9054325222969055
580,,0.8926421403884888
581,,0.9173511266708374
582,,0.9054325222969055
583,,0.8926421403884888
584,,0.9146901965141296
585,,0.8949392437934875
586,,0.8949392437934875
587,,0.9235746264457703
588,,0.8850226998329163
589,,0.9291162490844727
590,,0.8949392437934875
591,,0.8827717900276184
592,,0.9173511266708374
593,,0.879318118095398
594,,0.9035813212394714
595,,0.9291162490844727
596,,0.9173511266708374
597,,0.8926421403884888
598,,0.8850226998329163
599,,0.879318118095398
600,,0.8926421403884888
601,,0.9054325222969055
602,,0.9110423922538757
603,,0.9146901965141296
604,,0.9035813212394714
605,,0.9235746264457703
606,,0.9110423922538757
607,,0.879318118095398
608,,0.8949392437934875
609,,0.8850226998329163
610,,0.8827717900276184
611,,0.8926421403884888
612,,0.8850226998329163
613,,0.9035813212394714
614,,0.8850226998329163
615,,0.9173511266708374
616,,0.8926421403884888
617,,0.9235746264457703
618,,0.9146901965141296
619,,0.8827717900276184
620,,0.8926421403884888
621,,0.879318118095398
622,,0.879318118095398
623,,0.9054325222969055
624,,0.9146901965141296
625,,0.879318118095398
626,,0.8850226998329163
627,,0.9146901965141296
628,,0.9291162490844727
629,,0.9235746264457703
630,,0.8827717900276184
631,,0.8827717900276184
632,,0.8850226998329163
633,,0.9173511266708374
634,,0.9291162490844727
635,,0.9146901965141296
636,,0.9146901965141296
637,,0.9035813212394714
638,,0.879318118095398
639,,0.8949392437934875
640,,0.8850226998329163
641,,0.9146901965141296
642,,0.8926421403884888
643,,0.8850226998329163
644,,0.9235746264457703
645,,0.9235746264457703
646,,0.9110423922538757
647,,0.9291162490844727
648,,0.8827717900276184
649,,0.8850226998329163
650,,0.8827717900276184
651,,0.9173511266708374
652,,0.8926421403884888
653,,0.9054325222969055
654,,0.9054325222969055
655,,0.8926421403884888
656,,0.8850226998329163
657,,0.8827717900276184
658,,0.9173511266708374
659,,0.9146901965141296
660,,0.879318118095398
661,,0.9291162490844727
662,,0.9110423922538757
663,,0.9035813212394714
664,,0.8850226998329163
665,,0.9173511266708374
666,,0.879318118095398
667,,0.9035813212394714
668,,0.9110423922538757
669,,0.879318118095398
670,,0.8827717900276184
671,,0.9035813212394714
672,,0.879318118095398
673,,0.8926421403884888
674,,0.9146901965141296
675,,0.9146901965141296
676,,0.9173511266708374
677,,0.9173511266708374
678,,0.8926421403884888
679,,0.8827717900276184
680,,0.9110423922538757
681,,0.9110423922538757
682,,0.9235746264457703
683,,0.9291162490844727
684,,0.9146901965141296
685,,0.8949392437934875
686,,0.9054325222969055
687,,0.9054325222969055
688,,0.9235746264457703
689,,0.9235746264457703
690,,0.9291162490844727
691,,0.9235746264457703
692,,0.9146901965141296
693,,0.9173511266708374
694,,0.9054325222969055
695,,0.9291162490844727
696,,0.9054325222969055
697,,0.9054325222969055
698,,0.9173511266708374
699,,0.9291162490844727
700,,0.879318118095398
701,,0.8949392437934875
702,,0.9054325222969055
703,,0.9173511266708374
704,,0.9235746264457703
705,,0.8949392437934875
706,,0.8827717900276184
707,,0.9235746264457703
708,,0.9054325222969055
709,,0.8827717900276184
710,,0.9146901965141296
711,,0.9054325222969055
712,,0.8926421403884888
713,,0.9291162490844727
714,,0.9035813212394714
715,,0.9110423922538757
716,,0.9146901965141296
717,,0.9291162490844727
718,,0.8926421403884888
719,,0.9235746264457703
720,,0.8926421403884888
721,,0.8850226998329163
722,,0.8949392437934875
723,,0.8926421403884888
724,,0.9146901965141296
725,,0.9146901965141296
726,,0.8827717900276184
727,,0.9035813212394714
728,,0.8926421403884888
729,,0.8827717900276184
730,,0.9146901965141296
731,,0.8850226998329163
732,,0.9146901965141296
733,,0.8827717900276184
734,,0.9035813212394714
735,,0.8926421403884888
736,,0.9173511266708374
737,,0.8850226998329163
738,,0.8926421403884888
739,,0.8926421403884888
740,,0.8949392437934875
741,,0.8949392437934875
742,,0.9146901965141296
743,,0.8850226998329163
744,,0.8850226998329163
745,,0.9291162490844727
746,,0.9110423922538757
747,,0.9235746264457703
748,,0.9035813212394714
749,,0.8850226998329163
750,,0.9173511266708374
751,,0.9291162490844727
752,,0.8926421403884888
753,,0.9235746264457703
754,,0.9146901965141296
755,,0.879318118095398
756,,0.9173511266708374
757,,0.8827717900276184
758,,0.8926421403884888
759,,0.8850226998329163
760,,0.879318118095398
761,,0.9291162490844727
762,,0.8926421403884888
763,,0.879318118095398
764,,0.9291162490844727
765,,0.9110423922538757
766,,0.9110423922538757
767,,0.8926421403884888
768,,0.9054325222969055
769,,0.9235746264457703
770,,0.9173511266708374
771,,0.9146901965141296
772,,0.9146901965141296
773,,0.8827717900276184
774,,0.8926421403884888
775,,0.9291162490844727
776,,0.9054325222969055
777,,0.8949392437934875
778,,0.9110423922538757
779,,0.9054325222969055
780,,0.879318118095398
781,,0.879318118095398
782,,0.8949392437934875
783,,0.9035813212394714
784,,0.8926421403884888
785,,0.879318118095398
786,,0.8850226998329163
787,,0.8850226998329163
788,,0.8827717900276184
789,,0.8827717900276184
790,,0.9235746264457703
791,,0.879318118095398
792,,0.8949392437934875
793,,0.8926421403884888
794,,0.9235746264457703
795,,0.8949392437934875
796,,0.9173511266708374
797,,0.9173511266708374
798,,0.9235746264457703
799,,0.9054325222969055
800,,0.9291162490844727
801,,0.9035813212394714
802,,0.8926421403884888
803,,0.9110423922538757
804,,0.8850226998329163
805,,0.8926421403884888
806,,0.9173511266708374
807,,0.9146901965141296
808,,0.8827717900276184
809,,0.9054325222969055
810,,0.8926421403884888
811,,0.879318118095398
812,,0.9173511266708374
813,,0.9054325222969055
814,,0.9146901965141296
815,,0.8949392437934875
816,,0.8827717900276184
817,,0.9146901965141296
818,,0.9173511266708374
819,,0.9054325222969055
820,,0.9291162490844727
821,,0.879318118095398
822,,0.8827717900276184
823,,0.8827717900276184
824,,0.9146901965141296
825,,0.8949392437934875
826,,0.9110423922538757
827,,0.8926421403884888
828,,0.9235746264457703
829,,0.8850226998329163
830,,0.8926421403884888
831,,0.8827717900276184
832,,0.9110423922538757
833,,0.8926421403884888
834,,0.879318118095398
835,,0.8926421403884888
836,,0.8926421403884888
837,,0.8949392437934875
838,,0.9035813212394714
839,,0.8926421403884888
840,,0.9146901965141296
841,,0.9146901965141296
842,,0.8850226998329163
843,,0.9146901965141296
844,,0.9035813212394714
845,,0.9035813212394714
846,,0.8926421403884888
847,,0.9235746264457703
848,,0.9235746264457703
849,,0.9146901965141296
850,,0.8827717900276184
851,,0.9291162490844727
852,,0.8949392437934875
853,,0.8949392437934875
854,,0.8827717900276184
855,,0.8827717900276184
856,,0.8827717900276184
857,,0.8949392437934875
858,,0.8850226998329163
859,,0.8850226998329163
860,,0.8850226998329163
861,,0.9291162490844727
862,,0.9146901965141296
863,,0.8949392437934875
864,,0.9146901965141296
865,,0.8827717900276184
866,,0.8850226998329163
867,,0.9110423922538757
868,,0.9035813212394714
869,,0.9110423922538757
870,,0.8949392437934875
871,,0.8827717900276184
872,,0.8949392437934875
873,,0.8926421403884888
874,,0.879318118095398
875,,0.9173511266708374
876,,0.9235746264457703
877,,0.9146901965141296
878,,0.8926421403884888
879,,0.8827717900276184
880,,0.9173511266708374
881,,0.879318118095398
882,,0.9291162490844727
883,,0.9173511266708374
884,,0.8926421403884888
885,,0.8926421403884888
886,,0.9291162490844727
887,,0.879318118095398
888,,0.9110423922538757
889,,0.8827717900276184
890,,0.879318118095398
891,,0.8827717900276184
892,,0.9173511266708374
893,,0.9110423922538757
894,,0.9146901965141296
895,,0.9035813212394714
896,,0.8926421403884888
897,,0.9054325222969055
898,,0.9291162490844727
899,,0.9110423922538757
900,,0.9235746264457703
901,,0.8949392437934875
902,,0.8827717900276184
903,,0.8827717900276184
904,,0.9054325222969055
905,,0.8949392437934875
906,,0.9054325222969055
907,,0.8827717900276184
908,,0.9110423922538757
909,,0.879318118095398
910,,0.8850226998329163
911,,0.9173511266708374
912,,0.9110423922538757
913,,0.879318118095398
914,,0.8949392437934875
915,,0.879318118095398
916,,0.8949392437934875
917,,0.9291162490844727
918,,0.9235746264457703
919,,0.9291162490844727
920,,0.9173511266708374
921,,0.9235746264457703
922,,0.9291162490844727
923,,0.8827717900276184
924,,0.8827717900276184
925,,0.8850226998329163
926,,0.9054325222969055
927,,0.879318118095398
928,,0.8926421403884888
929,,0.9173511266708374
930,,0.8850226998329163
931,,0.9146901965141296
932,,0.9054325222969055
933,,0.9110423922538757
934,,0.8949392437934875
935,,0.8850226998329163
936,,0.9146901965141296
937,,0.9235746264457703
938,,0.9173511266708374
939,,0.9173511266708374
940,,0.879318118095398
941,,0.8827717900276184
942,,0.9235746264457703
943,,0.8827717900276184
944,,0.8850226998329163
945,,0.8926421403884888
946,,0.9035813212394714
947,,0.9235746264457703
948,,0.9110423922538757
949,,0.8827717900276184
950,,0.8949392437934875
951,,0.8926421403884888
952,,0.9146901965141296
953,,0.879318118095398
954,,0.9235746264457703
955,,0.9173511266708374
956,,0.9146901965141296
957,,0.9146901965141296
958,,0.8850226998329163
959,,0.9054325222969055
960,,0.8827717900276184
961,,0.9110423922538757
962,,0.8926421403884888
963,,0.8850226998329163
964,,0.9035813212394714
965,,0.8850226998329163
966,,0.9235746264457703
967,,0.9035813212394714
968,,0.9235746264457703
969,,0.879318118095398
970,,0.879318118095398
971,,0.8926421403884888
972,,0.9110423922538757
973,,0.9110423922538757
974,,0.9110423922538757
975,,0.8827717900276184
976,,0.9035813212394714
977,,0.9110423922538757
978,,0.879318118095398
979,,0.9054325222969055
980,,0.9173511266708374
981,,0.8850226998329163
982,,0.8827717900276184
983,,0.9291162490844727
984,,0.9035813212394714
985,,0.8827717900276184
986,,0.9235746264457703
987,,0.9235746264457703
988,,0.9110423922538757
989,,0.9173511266708374
990,,0.8926421403884888
991,,0.9035813212394714
992,,0.8926421403884888
993,,0.9291162490844727
994,,0.9146901965141296
995,,0.8926421403884888
996,,0.9054325222969055
997,,0.9035813212394714
998,,0.8850226998329163
999,,0.9054325222969055
